Gene_ID,Uniprot_ID,Concentration_µM,SRC_pKapp_sign,HCK_pKapp_sign
NT5C,Q8TCD5,0.0530303240217196,#N/A,#N/A
VPS4B,O75351,0.0530231168045476,#N/A,#N/A
PLXNB2,O15031,0.0530212289400839,#N/A,#N/A
GADD45GIP1,Q8TAE8,0.0527935087993815,#N/A,#N/A
DCTN4,Q9UJW0,0.0527563888543091,#N/A,#N/A
SEPTIN10,Q9P0V9,0.0527531444840383,#N/A,#N/A
PLPBP,O94903,0.0526832775616006,#N/A,#N/A
APP,P05067,0.0524666656826018,#N/A,#N/A
CREB1,P16220,0.0523696661091897,#N/A,#N/A
DNAJC11,Q9NVH1,0.0522199541107912,#N/A,#N/A
BCL2L13,Q9BXK5,0.0521134605727294,#N/A,#N/A
GSK3A,P49840,0.0521023505729521,#N/A,#N/A
CDK7,P50613,0.0520624715961889,#N/A,#N/A
GAPVD1,Q14C86,0.0519002684382839,#N/A,#N/A
ALG8,Q9BVK2,0.0518978056783432,#N/A,#N/A
RABL6,Q3YEC7,0.0518972330138925,#N/A,#N/A
SETD3,Q86TU7,0.0516994925081074,#N/A,#N/A
SLC7A5,Q01650,0.0516780959152908,#N/A,#N/A
WDR37,Q9Y2I8,0.0516650714108228,#N/A,#N/A
PLCG1,P19174,0.0515513636037971,#N/A,#N/A
UBASH3B,Q8TF42,0.0515019553935454,#N/A,#N/A
HSPA2,P54652,0.0513477560323096,#N/A,#N/A
CTSA,P10619,0.0513099638277202,#N/A,#N/A
PPIG,Q13427,0.05114216295332,#N/A,#N/A
PACS1,Q6VY07,0.0510971099123041,#N/A,#N/A
TLE3,Q04726,0.0510186527519045,#N/A,#N/A
MTHFD1L,Q6UB35,0.0508279211431751,#N/A,#N/A
SPPL2A,Q8TCT8,0.0507582853789634,#N/A,#N/A
SON,P18583,0.0507527985699638,#N/A,#N/A
DNAAF5,Q86Y56,0.0506772082478319,#N/A,#N/A
ALG2,Q9H553,0.0505594935282415,#N/A,#N/A
RANBP2,P49792,0.0505568054743951,#N/A,#N/A
LTV1,Q96GA3,0.0504790411334075,#N/A,#N/A
PYM1,Q9BRP8,0.0504540098308369,#N/A,#N/A
PCIF1,Q9H4Z3,0.0503730538849778,#N/A,#N/A
RALB,P11234,0.0503017802333772,#N/A,#N/A
PRRC1,Q96M27,0.0502353808715713,#N/A,#N/A
PDLIM2,Q96JY6,0.0501100827287378,#N/A,#N/A
CHCHD4,Q8N4Q1,0.0500772318183053,#N/A,#N/A
SNX9,Q9Y5X1,0.0500187545455755,#N/A,#N/A
NMT2,O60551,0.0500121505197461,#N/A,#N/A
MORF4L2,Q15014,0.0498195578497061,#N/A,#N/A
SEL1L,Q9UBV2,0.0495886887938276,#N/A,#N/A
UBA5,Q9GZZ9,0.0495305516450249,#N/A,#N/A
ELOVL1,Q9BW60,0.0494900611497124,#N/A,#N/A
THG1L,Q9NWX6,0.0494741897652823,#N/A,#N/A
RNF20,Q5VTR2,0.049437430712745,#N/A,#N/A
VPS45,Q9NRW7,0.0493720138929699,#N/A,#N/A
NABP1,Q96AH0,0.0493662338233676,#N/A,#N/A
EFL1,Q7Z2Z2,0.0491043189149168,#N/A,#N/A
GINS3,Q9BRX5,0.0490949811641708,#N/A,#N/A
AJUBA,Q96IF1,0.0490801354676696,#N/A,#N/A
VAMP2,P63027,0.0490322276793637,#N/A,#N/A
ZNF326,Q5BKZ1,0.0490006812430974,#N/A,#N/A
WAC,Q9BTA9,0.0486929981896259,#N/A,#N/A
DHCR7,Q9UBM7,0.0486514967373286,#N/A,#N/A
UGT8,Q16880,0.048630854548404,#N/A,#N/A
CCNH,P51946,0.0486293458705867,#N/A,#N/A
FRG1,Q14331,0.0486153947372465,#N/A,#N/A
RCC1L,Q96I51,0.0485436864416783,#N/A,#N/A
PIGS,Q96S52,0.0485218589662876,#N/A,#N/A
NDUFB9,Q9Y6M9,0.0485139791869536,#N/A,#N/A
MRPS31,Q92665,0.048472326441486,#N/A,#N/A
RPAIN,Q86UA6,0.0482342371516616,#N/A,#N/A
FZD2,Q14332,0.0481336067529961,#N/A,#N/A
CC2D1A,Q6P1N0,0.0481311168969324,#N/A,#N/A
AKR1C1,Q04828,0.0480628987694915,#N/A,#N/A
NT5DC3,Q86UY8,0.0480374160525063,#N/A,#N/A
ARMC1,Q9NVT9,0.0479165548218229,#N/A,#N/A
GOLPH3,Q9H4A6,0.0477578672240817,#N/A,#N/A
EPN2,O95208,0.0477518072853437,#N/A,#N/A
PHYHD1,Q5SRE7,0.0477441314247315,#N/A,#N/A
LUC7L3,O95232,0.0477042086967927,#N/A,#N/A
PRNP,P04156,0.0476219494077278,#N/A,#N/A
GOLIM4,O00461,0.0475113463825736,#N/A,#N/A
QRICH1,Q2TAL8,0.0474930394721259,#N/A,#N/A
GLIPR1,P48060,0.0474451900024889,#N/A,#N/A
ATE1,O95260,0.0473081115177217,#N/A,#N/A
BABAM1,Q9NWV8,0.0473035237272643,#N/A,#N/A
FCHO2,Q0JRZ9,0.0470270742319739,#N/A,#N/A
GPKOW,Q92917,0.0470192680844352,#N/A,#N/A
MRPS2,Q9Y399,0.047011810427062,#N/A,#N/A
SPIN1,Q9Y657,0.047007606253259,#N/A,#N/A
HS2ST1,Q7LGA3,0.0469391524565033,#N/A,#N/A
CSTF2T,Q9H0L4,0.0468745030505647,#N/A,#N/A
PDCD2L,Q9BRP1,0.0468213260777685,#N/A,#N/A
CMC1,Q7Z7K0,0.0467836969622992,#N/A,#N/A
PPP2R5E,Q16537,0.0467243684590656,#N/A,#N/A
ZNF496,Q96IT1,0.046699510118803,#N/A,#N/A
PTP4A2,Q12974,0.046643465211987,#N/A,#N/A
RIF1,Q5UIP0,0.046591954297757,#N/A,#N/A
HOOK3,Q86VS8,0.0464090469460212,#N/A,#N/A
ACTR3B,Q9P1U1,0.0462250249471141,#N/A,#N/A
THOC1,Q96FV9,0.0461689363478117,#N/A,#N/A
SDC1,P18827,0.046104550260659,#N/A,#N/A
PLD3,Q8IV08,0.0460592886047409,#N/A,#N/A
BAG5,Q9UL15,0.0460509083140938,#N/A,#N/A
ENSA,O43768,0.045879493708596,#N/A,#N/A
PHF6,Q8IWS0,0.0458668889318574,#N/A,#N/A
MRPS11,P82912,0.0456085559490343,#N/A,#N/A
TBC1D2,Q9BYX2,0.0455222999559842,#N/A,#N/A
TMA16,Q96EY4,0.0453544339819698,#N/A,#N/A
CTTNBP2NL,Q9P2B4,0.0453514186119906,#N/A,4.35976338703888
KNTC1,P50748,0.0452904168985965,#N/A,#N/A
RABEP1,Q15276,0.0451497582179236,#N/A,#N/A
CHST14,Q8NCH0,0.0451432937958754,#N/A,#N/A
KRT80,Q6KB66,0.0450102762848686,#N/A,#N/A
GNL1,P36915,0.0449359828678527,#N/A,#N/A
GOSR1,O95249,0.0449337149054761,#N/A,#N/A
PRKAG1,P54619,0.0449246218169217,#N/A,#N/A
UBXN4,Q92575,0.0448734968620571,#N/A,#N/A
SMYD3,Q9H7B4,0.0448452231162244,#N/A,#N/A
CASP8,Q14790,0.044838863356137,#N/A,#N/A
TAOK3,Q9H2K8,0.044832840530887,#N/A,#N/A
MED4,Q9NPJ6,0.0447850335855363,#N/A,#N/A
RPF2,Q9H7B2,0.0446791622448977,#N/A,#N/A
FKBP9,O95302,0.0445733324669946,#N/A,#N/A
KCNAB2,Q13303,0.0445598618112822,#N/A,#N/A
FUT8,Q9BYC5,0.0445069971640551,#N/A,#N/A
TTC38,Q5R3I4,0.0444658150433157,#N/A,#N/A
STX16,O14662,0.0444643840063509,#N/A,#N/A
KCTD5,Q9NXV2,0.0444384329089895,#N/A,#N/A
COX7A2L,O14548,0.0443544626246238,#N/A,#N/A
AK3,Q9UIJ7,0.0443312891601675,#N/A,#N/A
CSNK1G2,P78368,0.0443276435326457,#N/A,#N/A
RASA1,P20936,0.0442698207047577,#N/A,#N/A
FIBP,O43427,0.044268771562125,#N/A,#N/A
STK4,Q13043,0.0441613870003661,#N/A,#N/A
NCKIPSD,Q9NZQ3,0.0441035673194571,4.25531680695196,4.78279613491572
ARIH2,O95376,0.0441033286275019,#N/A,#N/A
NAPRT,Q6XQN6,0.043938962587602,#N/A,#N/A
HTATSF1,O43719,0.0438685455633726,#N/A,#N/A
TUBGCP3,Q96CW5,0.0436922819089283,#N/A,#N/A
TNFRSF10B,O14763,0.0435138915308421,#N/A,#N/A
SCO1,O75880,0.0433636816754848,#N/A,#N/A
GTF3C4,Q9UKN8,0.0433503530385373,#N/A,#N/A
CDC42EP3,Q9UKI2,0.0433370017352868,#N/A,#N/A
RSRC2,Q7L4I2,0.0433008046319917,#N/A,#N/A
HMGN5,P82970,0.0431107212634208,#N/A,#N/A
NDUFB8,O95169,0.0430670476175552,#N/A,#N/A
ERC2,O15083,0.0430596497446705,#N/A,#N/A
PMM2,O15305,0.042862732504484,#N/A,#N/A
LIMD1,Q9UGP4,0.0427873572889934,#N/A,#N/A
TXLNG,Q9NUQ3,0.04269183676306,#N/A,#N/A
OSBPL10,Q9BXB5,0.0426768081310883,#N/A,#N/A
MNAT1,P51948,0.042260012952866,#N/A,#N/A
RB1,P06400,0.0422509428087085,#N/A,#N/A
RPL26L1,Q9UNX3,0.042186379556783,#N/A,#N/A
CHMP4A,Q9BY43,0.0418738694256841,#N/A,#N/A
DIS3L2,Q8IYB7,0.0418212284706705,#N/A,#N/A
ABHD12,Q8N2K0,0.0418092122318418,#N/A,#N/A
DLGAP4,Q9Y2H0,0.041808943247195,#N/A,#N/A
C18orf25,Q96B23,0.0417963566152851,#N/A,#N/A
ISCA2,Q86U28,0.0417008470352255,#N/A,#N/A
COIL,P38432,0.041616969218917,#N/A,#N/A
ATP6V1H,Q9UI12,0.0415330817519134,#N/A,#N/A
HAGH,Q16775,0.0415118212601647,#N/A,#N/A
TOM1L2,Q6ZVM7,0.0414241708571993,#N/A,#N/A
USP22,Q9UPT9,0.0413798666549565,#N/A,#N/A
ENG,P17813,0.0413786349564844,#N/A,#N/A
SDF2L1,Q9HCN8,0.0413077640181126,#N/A,#N/A
THOC2,Q8NI27,0.0412376396294896,#N/A,#N/A
SCAF4,O95104,0.0411169500033097,#N/A,#N/A
DNAJC10,Q8IXB1,0.0410680110546016,#N/A,#N/A
WAPL,Q7Z5K2,0.0409698832342648,#N/A,#N/A
CLPB,Q9H078,0.0409416080161689,#N/A,#N/A
GGH,Q92820,0.0408986198141834,#N/A,#N/A
BCL7B,Q9BQE9,0.0408240532619727,#N/A,#N/A
NR2F2,P24468,0.0406298104566029,#N/A,#N/A
LARP4B,Q92615,0.0406245339801175,#N/A,#N/A
UBQLN4,Q9NRR5,0.0405664077419025,#N/A,#N/A
MRPL10,Q7Z7H8,0.0405472405999645,#N/A,#N/A
ANKRD28,O15084,0.0405444173702955,#N/A,#N/A
MRPL52,Q86TS9,0.0405022560576306,#N/A,#N/A
IGHMBP2,P38935,0.0404599514167103,#N/A,#N/A
ARIH1,Q9Y4X5,0.0404459350577927,#N/A,#N/A
TRIP11,Q15643,0.0404347002945034,#N/A,#N/A
ALG5,Q9Y673,0.0403541216318346,#N/A,#N/A
ERCC3,P19447,0.04031640617784,#N/A,#N/A
NDUFA11,Q86Y39,0.0402938996511707,#N/A,#N/A
PTGR2,Q8N8N7,0.0401862205710271,#N/A,#N/A
RBM5,P52756,0.040183241793984,#N/A,#N/A
RPL3L,Q92901,0.0401508088392104,#N/A,#N/A
LAGE3,Q14657,0.040136836079219,#N/A,#N/A
URI1,O94763,0.0401002967781826,#N/A,#N/A
RAP1A,P62834,0.0400865309019905,#N/A,#N/A
SLC30A1,Q9Y6M5,0.0399366619266988,#N/A,#N/A
CAMK1D,Q8IU85,0.0399250517264431,#N/A,#N/A
CUL4A,Q13619,0.039827844598492,#N/A,#N/A
GABPA,Q06546,0.0398247644527151,#N/A,#N/A
LPCAT1,Q8NF37,0.0398242540795684,#N/A,#N/A
POLA2,Q14181,0.0397958603355678,#N/A,#N/A
MRI1,Q9BV20,0.039621293657132,#N/A,#N/A
ATL2,Q8NHH9,0.0395851959612502,#N/A,#N/A
TNFAIP2,Q03169,0.0395629655258515,#N/A,#N/A
ACBD6,Q9BR61,0.0395405892027528,#N/A,#N/A
TKFC,Q3LXA3,0.0394207412392163,#N/A,#N/A
GOSR2,O14653,0.0393431673770474,#N/A,#N/A
PIGK,Q92643,0.0392804668794952,#N/A,#N/A
CSRP2,Q16527,0.0391278164479146,#N/A,#N/A
ELP4,Q96EB1,0.0391230942715489,#N/A,#N/A
HEXA,P06865,0.039108426588168,#N/A,#N/A
VPS16,Q9H269,0.0390139172470862,#N/A,#N/A
SDF4,Q9BRK5,0.0389551314589883,#N/A,#N/A
C11orf54,Q9H0W9,0.0388872237716186,#N/A,#N/A
MAPKAPK3,Q16644,0.0388781993612493,#N/A,#N/A
UTRN,P46939,0.0388754540355654,#N/A,#N/A
POLE4,Q9NR33,0.0388608227862758,#N/A,#N/A
MYL6B,P14649,0.0387999535438896,#N/A,#N/A
NTMT1,Q9BV86,0.038679448883773,#N/A,#N/A
MAX,P61244,0.0385929132386842,#N/A,#N/A
TACSTD2,P09758,0.0385874009988991,#N/A,#N/A
POLR1A,O95602,0.0385304168759133,#N/A,#N/A
ATP6AP1,Q15904,0.0384212381934738,#N/A,#N/A
ZFP91,Q96JP5,0.0384110048836681,#N/A,#N/A
UBQLN2,Q9UHD9,0.0384048716320701,#N/A,#N/A
F2,P00734,0.0383022452499801,#N/A,#N/A
UQCC1,Q9NVA1,0.0382799434723053,#N/A,#N/A
TRAPPC5,Q8IUR0,0.0381135093323043,#N/A,#N/A
PZP,P20742,0.0380383935399468,#N/A,#N/A
RBFOX2,O43251,0.0380092330736923,#N/A,#N/A
WDR36,Q8NI36,0.037986936983635,#N/A,#N/A
LPAR1,Q92633,0.0379105224565902,#N/A,#N/A
BCAM,P50895,0.037806708118959,#N/A,#N/A
RFK,Q969G6,0.0376962461019195,#N/A,#N/A
AAK1,Q2M2I8,0.037645147064275,#N/A,#N/A
DIAPH2,O60879,0.0376028639278273,5.12831140193326,4.49828667109123
GALM,Q96C23,0.0376000307620932,#N/A,#N/A
NELFA,Q9H3P2,0.037547269558746,#N/A,#N/A
C5orf22,Q49AR2,0.0375450502713362,#N/A,#N/A
MTX1,Q13505,0.0374718547625552,#N/A,#N/A
GALNT7,Q86SF2,0.0374353031263856,#N/A,#N/A
TWSG1,Q9GZX9,0.0374288398460042,#N/A,#N/A
ERC1,Q8IUD2,0.037411740114114,#N/A,#N/A
PPP2R5D,Q14738,0.0372990050754877,#N/A,#N/A
ASAH1,Q13510,0.0372835856848143,#N/A,#N/A
STAMBPL1,Q96FJ0,0.0371543881593709,#N/A,#N/A
PTPN23,Q9H3S7,0.0371266451266725,#N/A,#N/A
HCLS1,P14317,0.0371155425944557,#N/A,5.21049269373392
COPG2,Q9UBF2,0.037100318130135,#N/A,#N/A
RNF213,Q63HN8,0.0370806000415362,#N/A,#N/A
L1CAM,P32004,0.0370767814460062,#N/A,#N/A
GBP1,P32455,0.0370702902860857,#N/A,#N/A
FAM91A1,Q658Y4,0.0369429487434051,#N/A,#N/A
DCP1A,Q9NPI6,0.0369015137671962,#N/A,#N/A
MRPS9,P82933,0.0368797506566966,#N/A,#N/A
SLC20A1,Q8WUM9,0.0368301777253047,#N/A,#N/A
SHTN1,A0MZ66,0.0366751730892801,#N/A,#N/A
NUP210,Q8TEM1,0.0364987301314883,#N/A,#N/A
TBC1D15,Q8TC07,0.0364929737970167,#N/A,#N/A
PPIP5K2,O43314,0.0364836604355754,#N/A,#N/A
VPS37C,A5D8V6,0.0364710686020434,#N/A,#N/A
NHP2,Q9NX24,0.03626174139752,#N/A,#N/A
EFHD1,Q9BUP0,0.0362577528696761,#N/A,#N/A
EIF4E2,O60573,0.0362259208503953,#N/A,#N/A
UBE2G1,P62253,0.0362178213690138,#N/A,#N/A
NFYC,Q13952,0.0360150632800785,#N/A,#N/A
NCDN,Q9UBB6,0.0359866863550218,#N/A,#N/A
TAPBP,O15533,0.0359311583973336,#N/A,#N/A
METTL13,Q8N6R0,0.0359009880013868,#N/A,#N/A
YJ005,Q6ZSR9,0.0358382766435443,#N/A,#N/A
LRRFIP2,Q9Y608,0.0357676826455215,#N/A,#N/A
PTTG1IP,P53801,0.0357146089618351,#N/A,#N/A
YIPF5,Q969M3,0.0356436187047106,#N/A,#N/A
EXOSC3,Q9NQT5,0.0355558237395655,#N/A,#N/A
UBE2O,Q9C0C9,0.0355524044324538,#N/A,#N/A
NCAPG2,Q86XI2,0.0354988406164232,#N/A,#N/A
OPTN,Q96CV9,0.0354631414284632,#N/A,#N/A
DNAJB4,Q9UDY4,0.0353906304855872,#N/A,#N/A
PRXL2B,Q8TBF2,0.0353851964693541,#N/A,#N/A
NEU1,Q99519,0.0352247800890295,#N/A,#N/A
RRP15,Q9Y3B9,0.0351757571989802,#N/A,#N/A
CLASP1,Q7Z460,0.0351339884163706,#N/A,#N/A
DBR1,Q9UK59,0.0350955059782797,#N/A,#N/A
NIFK,Q9BYG3,0.0349317697047783,#N/A,#N/A
AAGAB,Q6PD74,0.0348633169444255,#N/A,#N/A
NDUFA7,O95182,0.0348188049146944,#N/A,#N/A
PRKACB,P22694,0.0348029900067587,#N/A,#N/A
UNG,P13051,0.0347480452215219,#N/A,#N/A
SEC24A,O95486,0.0345031555900336,#N/A,#N/A
ABCC1,P33527,0.0345027204700068,#N/A,#N/A
GRB10,Q13322,0.0344450721757868,#N/A,#N/A
NR5A2,O00482,0.0343955188720438,4.97752469691227,5.23770271269464
UFSP2,Q9NUQ7,0.0342660734852323,#N/A,#N/A
MGST2,Q99735,0.0341706072892811,#N/A,#N/A
AASS,Q9UDR5,0.0341049399221468,#N/A,#N/A
HECTD1,Q9ULT8,0.0338904164280274,#N/A,#N/A
MT-CO1,P00395,0.0338557651653553,#N/A,#N/A
ANKFY1,Q9P2R3,0.0336045439022316,#N/A,#N/A
LEMD3,Q9Y2U8,0.0335807382137661,#N/A,#N/A
RBM7,Q9Y580,0.0335428443996806,#N/A,#N/A
SCLY,Q96I15,0.0335274953748407,#N/A,#N/A
EED,O75530,0.0334599934128861,#N/A,#N/A
RRP9,O43818,0.0334531537209047,#N/A,#N/A
WDR6,Q9NNW5,0.0333799058329579,#N/A,#N/A
SYVN1,Q86TM6,0.0333656641980244,#N/A,#N/A
GABARAPL1,Q9H0R8,0.0333569267897377,#N/A,#N/A
UBE3C,Q15386,0.0332854419232443,#N/A,#N/A
SSU72,Q9NP77,0.0332608238492341,#N/A,#N/A
LSM12,Q3MHD2,0.0332562232059976,#N/A,#N/A
USP3,Q9Y6I4,0.0331366019809411,#N/A,#N/A
SDE2,Q6IQ49,0.0331260953508999,#N/A,#N/A
CETN2,P41208,0.0330829418487331,#N/A,#N/A
BIN3,Q9NQY0,0.0330451321271546,#N/A,#N/A
TRMT1L,Q7Z2T5,0.0329938058204398,#N/A,#N/A
STRN,O43815,0.0329480943311228,#N/A,#N/A
RPS6KA2,Q15349,0.0329051966307301,#N/A,#N/A
YTHDF3,Q7Z739,0.0328733724114728,#N/A,#N/A
IAH1,Q2TAA2,0.0326967157581464,#N/A,#N/A
PTPRE,P23469,0.0326828436520993,#N/A,#N/A
PATL1,Q86TB9,0.0326171527163526,#N/A,4.26517227209145
FASTKD2,Q9NYY8,0.032517790522893,#N/A,#N/A
C8orf82,Q6P1X6,0.0324792934518687,#N/A,#N/A
SNU13,P55769,0.0323951322842122,#N/A,#N/A
VIRMA,Q69YN4,0.0323140030066327,#N/A,#N/A
UBE2L6,O14933,0.0322700824251288,#N/A,#N/A
ERLIN2,O94905,0.0322225817913268,#N/A,#N/A
HSDL1,Q3SXM5,0.0321255705313207,#N/A,#N/A
GATAD2B,Q8WXI9,0.0320717609463671,#N/A,#N/A
NUP35,Q8NFH5,0.0320609824746072,#N/A,#N/A
FNBP1L,Q5T0N5,0.0319330177725992,#N/A,#N/A
MLLT1,Q03111,0.0318102778792676,#N/A,#N/A
ATP6V1D,Q9Y5K8,0.031734131262316,#N/A,#N/A
HPF1,Q9NWY4,0.0317114143512601,#N/A,#N/A
YIPF6,Q96EC8,0.0316977046326087,#N/A,#N/A
RRP1B,Q14684,0.0316451870744066,#N/A,#N/A
PCYOX1L,Q8NBM8,0.0316191308608536,#N/A,#N/A
PSMB10,P40306,0.0315661551123842,#N/A,#N/A
SUPV3L1,Q8IYB8,0.0315448991915295,#N/A,#N/A
RNF2,Q99496,0.0313844369439758,#N/A,#N/A
SMARCC1,Q92922,0.0313573856679921,#N/A,#N/A
CHAMP1,Q96JM3,0.0310773605656648,#N/A,#N/A
MRPL40,Q9NQ50,0.0310517728335269,#N/A,#N/A
TBL2,Q9Y4P3,0.0310329635024692,#N/A,#N/A
TOM1L1,O75674,0.0310161823950935,#N/A,#N/A
COA7,Q96BR5,0.0308047794297034,#N/A,#N/A
MCU,Q8NE86,0.030778332829589,#N/A,#N/A
MRGBP,Q9NV56,0.0306367316925462,#N/A,#N/A
NUP98,P52948,0.0306362836648855,#N/A,#N/A
USP19,O94966,0.0306044742107623,#N/A,#N/A
PKLR,P30613,0.0306030780063247,#N/A,#N/A
SMARCB1,Q12824,0.0305592950718008,#N/A,#N/A
DDX47,Q9H0S4,0.0305050634050075,#N/A,#N/A
WDR3,Q9UNX4,0.0304925612747031,#N/A,#N/A
SMYD2,Q9NRG4,0.0303693868138124,#N/A,#N/A
CPSF2,Q9P2I0,0.0303131260212986,#N/A,#N/A
AAR2,Q9Y312,0.0301010632717254,#N/A,#N/A
MGAT2,Q10469,0.0300884055675978,#N/A,#N/A
PPP2R1B,P30154,0.0300765016184219,#N/A,#N/A
SMAD3,P84022,0.0300257047806729,#N/A,#N/A
SGPL1,O95470,0.0300241490142625,#N/A,#N/A
SLC39A10,Q9ULF5,0.0299646978594024,#N/A,#N/A
OSBPL9,Q96SU4,0.029908024623267,#N/A,#N/A
DDX3Y,O15523,0.0298952218318045,#N/A,#N/A
TOE1,Q96GM8,0.0298860483240156,#N/A,#N/A
APOBEC3C,Q9NRW3,0.0298749719845163,#N/A,#N/A
DHX16,O60231,0.0298449984909999,#N/A,#N/A
KIF23,Q02241,0.0298117019292902,#N/A,#N/A
PLEKHO2,Q8TD55,0.0297775078750667,#N/A,#N/A
TMEM245,Q9H330,0.0297370116090432,#N/A,#N/A
MAP4K5,Q9Y4K4,0.0297202834514386,#N/A,5.25382942355595
IPO8,O15397,0.0297190272987103,#N/A,#N/A
NACC1,Q96RE7,0.0297121368446814,#N/A,#N/A
ORC4,O43929,0.0296453996570441,#N/A,#N/A
HCCS,P53701,0.0295189274868691,#N/A,#N/A
NNMT,P40261,0.0293348870642903,#N/A,#N/A
SARS2,Q9NP81,0.0293021312388682,#N/A,#N/A
TOR1B,O14657,0.0292966233265124,#N/A,#N/A
PTK7,Q13308,0.029254058269941,#N/A,#N/A
ZP2,Q05996,0.0291407837207868,#N/A,#N/A
PRRC2A,P48634,0.0291239367995452,4.54995717954674,4.57123166911253
RPP30,P78346,0.0291121710463505,#N/A,#N/A
ARFIP2,P53365,0.0290260125082971,#N/A,#N/A
DNAJB12,Q9NXW2,0.0289917490419839,#N/A,#N/A
CWC22,Q9HCG8,0.0289311609220163,#N/A,#N/A
SRGAP2,O75044,0.0289230596965742,#N/A,#N/A
HMCES,Q96FZ2,0.0288965585978474,#N/A,#N/A
TRIM33,Q9UPN9,0.0288809570149538,#N/A,#N/A
MED17,Q9NVC6,0.0288498065109028,#N/A,#N/A
ACSS3,Q9H6R3,0.0287421699384022,#N/A,#N/A
DAG1,Q14118,0.0286963841618226,#N/A,#N/A
APOOL,Q6UXV4,0.0286260615535199,#N/A,#N/A
CCDC32,Q9BV29,0.0285975472569638,#N/A,#N/A
KIF1B,O60333,0.0285704370239092,#N/A,#N/A
CSPG4,Q6UVK1,0.0285623042853562,#N/A,#N/A
ASAP1,Q9ULH1,0.0285600459453765,4.81222187124967,4.81568009778067
SEC24B,O95487,0.0285103125272193,#N/A,#N/A
CNOT3,O75175,0.0284679582774614,#N/A,#N/A
CDKAL1,Q5VV42,0.028417535077544,#N/A,#N/A
AKT1,P31749,0.0284112306168496,#N/A,#N/A
PUS1,Q9Y606,0.0283823073805673,#N/A,#N/A
RAD1,O60671,0.0283729391471049,#N/A,#N/A
CDH4,P55283,0.0283637953368733,#N/A,#N/A
GBA1,P04062,0.0283559961277209,#N/A,#N/A
FBLN1,P23142,0.0283534458019623,#N/A,#N/A
ZNF276,Q8N554,0.0283095322249762,5.04566246874326,4.93380964088775
CCDC22,O60826,0.0282826758820249,#N/A,#N/A
TTI1,O43156,0.0282601744269027,#N/A,#N/A
OXCT1,P55809,0.0282254993224556,#N/A,#N/A
NFYA,P23511,0.0280680832321592,#N/A,#N/A
RAB11FIP5,Q9BXF6,0.028060216945864,#N/A,#N/A
COQ9,O75208,0.0280467213244335,#N/A,#N/A
CARS2,Q9HA77,0.0280410046815136,#N/A,#N/A
EXTL2,Q9UBQ6,0.0280317020329507,#N/A,#N/A
LUZP1,Q86V48,0.0280034119379465,#N/A,#N/A
CTNNA2,P26232,0.0277989061094118,#N/A,#N/A
APOB,P04114,0.0276934160179806,#N/A,#N/A
TOMM7,Q9P0U1,0.0276591885339724,#N/A,#N/A
LLGL1,Q15334,0.0276339069426928,#N/A,#N/A
EIF4G3,O43432,0.0275207386562536,#N/A,#N/A
INTS9,Q9NV88,0.0275186460006021,#N/A,#N/A
ATP13A1,Q9HD20,0.0275153208626962,#N/A,#N/A
YARS2,Q9Y2Z4,0.0274751131714367,#N/A,#N/A
RIMOC1,A6NDU8,0.0274248628150049,#N/A,#N/A
MRPS24,Q96EL2,0.0274097275375994,#N/A,#N/A
TBC1D23,Q9NUY8,0.0273526122424346,#N/A,#N/A
PELP1,Q8IZL8,0.0273205905612109,#N/A,#N/A
ID1,P41134,0.027320241802853,#N/A,#N/A
SPECC1L,Q69YQ0,0.0271837931715482,#N/A,#N/A
HSF1,Q00613,0.027138761075415,#N/A,#N/A
TNS1,Q9HBL0,0.0270239241633011,#N/A,4.99204789967944
PGM2L1,Q6PCE3,0.0269451523559728,#N/A,#N/A
AKAP8L,Q9ULX6,0.0266711738869896,#N/A,#N/A
QSOX1,O00391,0.0265785939535923,#N/A,#N/A
EMC3,Q9P0I2,0.026505975643378,#N/A,#N/A
RRAGA,Q7L523,0.0263938285057212,#N/A,#N/A
DUSP4,Q13115,0.0263822527991345,#N/A,#N/A
TOR1A,O14656,0.0263578936344242,#N/A,#N/A
MAN1B1,Q9UKM7,0.026330347871085,#N/A,#N/A
CA2,P00918,0.0262976155599894,#N/A,#N/A
AP1G2,O75843,0.0262691890134136,#N/A,#N/A
GTF2E1,P29083,0.0261762807287795,#N/A,#N/A
METTL3,Q86U44,0.0260734779213433,#N/A,#N/A
ACSL5,Q9ULC5,0.0259267127584304,#N/A,#N/A
IFRD2,Q12894,0.0258718033348047,#N/A,#N/A
IRF2BP1,Q8IU81,0.025844767455222,#N/A,#N/A
QTRT1,Q9BXR0,0.0258432956435447,#N/A,#N/A
SPTLC2,O15270,0.0258202224049204,#N/A,#N/A
SNX17,Q15036,0.0258182049520548,#N/A,#N/A
ABLIM1,O14639,0.0256327043043972,#N/A,#N/A
STXBP3,O00186,0.0256139757198797,#N/A,#N/A
KIAA2013,Q8IYS2,0.0255688171613416,#N/A,#N/A
GTF2H2,Q13888,0.0255175164711106,#N/A,#N/A
RAD18,Q9NS91,0.025441076418639,#N/A,#N/A
SLTM,Q9NWH9,0.0254334306232807,#N/A,#N/A
IWS1,Q96ST2,0.0254317275296347,#N/A,#N/A
INPPL1,O15357,0.0254281195020845,4.24664112551432,4.97889683489133
GPD1L,Q8N335,0.0254032568951988,#N/A,#N/A
